ussid,slaveid,isallocated
123986206780410W7,123986-MBWH11,YES
123986206780410W7,123986-MBWH11,YES
123986206780410W9,123986-MBWH11,YES
1239862068672Y3M11,123986-MBWH11,YES
1239862069901FTC7,123986-MBEC01,YES
1239862069904KZC5,123986-MBWH11,YES
1239862069906TWC7,123986-MBWH11,YES
1239862069915BXJ3,123986-MBWH11,YES
123986207005485C5,123986-MBWH11,YES
123986207006485J2,123986-MBWH11,YES
1239862070064KZC12,123986-MBWH11,YES
1239862070064S3J2,123986-MBWH11,YES
123986207018001C10,123986-MBWH11,YES
123986207464066C13,123986-MBWH11,YES
123986207521100M7W9,123986-MBEC01,YES
123986207713100M9W11,123986-MBWH11,YES
1239862077142Y2W5,123986-MBWH11,YES
123986207937001M10W12,123986-MBWH11,YES
123986207937001M6W8,123986-MBWH11,YES
123986207937001M7W9,123986-MBWH11,YES
123986207937001M7W9,123986-MBWH11,YES
123986207937001M8W10,123986-MBWH11,YES
1239862079371FTM10W12,123986-MBWH11,YES
1239862079371FTM10W12,123986-MBWH11,YES
1239862079371FTM10W12,123986-MBWH11,YES
1239862079371FTM10W12,123986-MBWH11,YES
1239862079371FTM11,123986-MBWH11,YES
1239862079371FTM7W9,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM8W10,123986-MBWH11,YES
1239862079371FTM9W11,123986-MBWH11,YES
1239862079371FTM9W11,123986-MBWH11,YES
1239862079371FTM9W11,123986-MBWH11,YES
1239862079371LMM9W11,123986-MBWH11,YES
1239862079372YJM12,123986-MBWH11,YES
1239862079372YJM12,123986-MBWH11,YES
1239862079372YJM6W8,123986-MBWH11,YES
123986208188100W6,123986-MBWH11,YES
123986208188100W6,123986-MBWH11,YES
123986208192001M11,123986-MBWH11,YES
123986208192001M8W10,123986-MBEC01,YES
123986208215001M9W11,123986-MBEC01,YES
123986208215100M11,123986-MBWH11,YES
123986208215100M9W11,123986-MBWH11,YES
123986208392001M10W12,123986-MBWH11,YES
123986208392001M10W12,123986-MBWH11,YES
123986208392001M7W9,123986-MBWH11,YES
123986208392001M8W10,123986-MBWH11,YES
1239862083921FTM11,123986-MBWH11,YES
1239862083921FTM5W7,123986-MBWH11,YES
1239862083921FTM9W11,123986-MBWH11,YES
1239862083922Y2M10W12,123986-MBEC01,YES
1239862083922Y2M10W12,123986-MBWH11,YES
1239862083922Y2M10W12,123986-MBEC01,YES
1239862083922Y2M7W9,123986-MBWH11,YES
1239862083922Y2M8W10,123986-MBWH11,YES
1239862083922Y2M8W10,123986-MBWH11,YES
1239862083923YOM10W12,123986-MBWH11,YES
1239862083923YOM9W11,123986-MBWH11,YES
123986208395100W9,123986-MBEC01,YES
1239862090502CCW5,123986-MBWH11,YES
1239862090502CCW6,123986-MBWH11,YES
1239862090502CCW7,123986-MBWH11,YES
1239862090502CCW9,123986-MBWH11,YES
123986209401410M5W7,123986-MBWH11,YES
123986209401410M8W10,123986-MBWH11,YES
123986209402001M10W12,123986-MBWH11,YES
123986209402001M8W10,123986-MBWH11,YES
123986209402001M9W11,123986-MBWH11,YES
123986209402410M9W11,123986-MBWH11,YES
123986209403001M10W12,123986-MBWH11,YES
123986209403001M10W12,123986-MBEC01,YES
123986209403001M11,123986-MBWH11,YES
123986209403001M12,123986-MBWH11,YES
123986209403001M7W9,123986-MBWH11,YES
123986209403001M9W11,123986-MBEC01,YES
123986209403100M4W6,123986-MBWH11,YES
1239862094032DSM8W10,123986-MBEC01,YES
123986209410001W7,123986-MBEC01,YES
123986209410001W7,123986-MBWH11,YES
123986209410001W8,123986-MBEC01,YES
1239862094106URW6,123986-MBEC01,YES
1239862094106URW6,123986-MBEC01,YES
1239862094106URW6,123986-MBWH11,YES
1239862094106URW8,123986-MBWH11,YES
1239862094106URW8,123986-MBWH11,YES
1239862094106URW9,123986-MBEC01,YES
1239862094106URW9,123986-MBWH11,YES
123986209501001M7W9,123986-MBEC01,YES
123986209501001M9W11,123986-MBEC01,YES
123986209916854W6,123986-MBWH11,YES
123986209916854W9,123986-MBWH11,YES
123986209964001M10W12,123986-MBEC01,YES
123986209964001M10W12,123986-MBEC01,YES
123986209964001M10W12,123986-MBEC01,YES
123986209964001M10W12,123986-MBEC01,YES
123986209964001M10W12,123986-MBEC01,YES
123986209964001M11,123986-MBEC01,YES
123986209964001M11,123986-MBEC01,YES
123986209964001M12,123986-MBEC01,YES
123986209964001M9W11,123986-MBWH11,YES
123986209964001M9W11,123986-MBWH11,YES
123986209964001M9W11,123986-MBEC01,YES
123986209964100M6W8,123986-MBWH11,YES
123986209964100M7W9,123986-MBWH11,YES
123986209964100M8W10,123986-MBEC01,YES
123986209964100M9W11,123986-MBWH11,YES
123986209964100M9W11,123986-MBWH11,YES
123986209964100M9W11,123986-MBWH11,YES
1239862099641FTM11,123986-MBWH11,YES
1239862099641FTM8W10,123986-MBWH11,YES
123986209964410M10W12,123986-MBWH11,YES
123986209964410M10W12,123986-MBWH11,YES
123986209964410M6W8,123986-MBWH11,YES
123986210088410M13,123986-MBWH11,YES
123986210088410M9W11,123986-MBWH11,YES
123986210089100M11,123986-MBWH11,YES
1239862107000LFW6,123986-MBWH11,YES
1239862107000LFW8,123986-MBEC01,YES
1239862107000LHW10,123986-MBWH11,YES
123986210834001W7,123986-MBWH11,YES
1239862108340LFW7,123986-MBWH11,YES
1239862108340LHW7,123986-MBWH11,YES
1239862108340LHW9,123986-MBWH11,YES
12398621100994SM6W8,123986-MBEC01,YES
123986211100001W9,123986-MBWH11,YES
123986211100160W7,123986-MBWH11,YES
123986211100410W7,123986-MBEC01,YES
1239862111006URW8,123986-MBWH11,YES
12398621110075UW5,123986-MBWH11,YES
12398621110075UW6,123986-MBWH11,YES
12398656474372389,123986-8225,YES
12398656474372426,123986-8203,YES
12398656474379456,123986-8284,YES
12398656474380261,123986-8204,YES
12398656474385587,123986-8220,YES
12398657005648553,123986-8274,YES
12398657005672404,123986-8274,YES
12398658822582587,123986-8227,YES
1239865901905024380,123986-MBEC01,YES
1239865901905024496,123986-MBEC01,YES
1239865901905024687,123986-MBEC01,YES
1239865907587155220,123986-MBEC01,YES
12398660207239696,123986-8238,YES
12398660207239696,123986-8262,YES
12398660207239696,123986-8238,YES
12398660207239719,123986-15034,YES
12398660207239719,123986-15034,YES
12398660207239719,123986-8257,YES
12398660207246311,123986-8267,YES
12398660207834938,123986-8210,YES
12398660314094607,123986-8261,YES
12398660314125806,123986-8238,YES
12398660314285258,123986-MBEC01,YES
12398660314448677,123986-8238,YES
12398660314448998,123986-8241,YES
12398660314449148,123986-15017,YES
12398660314451257,123986-8242,YES
12398660314820497,123986-8273,YES
12398660314821852,123986-8239,YES
12398660314824792,123986-8238,YES
12398660314825713,123986-8259,YES
12398660314825713,123986-8292,YES
12398660314827144,123986-8255,YES
12398660314827342,123986-8281,YES
12398660314830779,123986-8239,YES
12398661643529778,123986-8210,YES
12398661643531146,123986-8227,YES
12398661643533997,123986-8260,YES
12398661643535137,123986-8230,YES
12398661643535434,123986-8204,YES
12398661643598019,123986-8225,YES
12398661643599191,123986-8210,YES
12398661643841597,123986-8204,YES
12398661643842532,123986-8270,YES
12398661643870511,123986-8279,YES
12398661643870627,123986-8217,YES
12398661643870665,123986-8210,YES
12398661643870993,123986-8240,YES
12398661643871167,123986-8210,YES
12398661643871303,123986-15017,YES
12398661643871419,123986-8203,YES
12398661643871549,123986-15025,YES
12398661643872027,123986-8210,YES
12398661643879293,123986-8231,YES
12398661643879439,123986-15028,YES
12398661643879545,123986-15035,YES
12398661643879569,123986-8203,YES
12398661643880183,123986-8204,YES
12398661643880213,123986-15028,YES
12398661643880343,123986-8238,YES
123986627510274105,123986-8239,YES
123986627756130302,123986-8251,YES
123986627756846029,123986-8203,YES
123986627756848177,123986-8240,YES
123986627756851344,123986-15028,YES
123986627756851917,123986-8210,YES
123986627756885158,123986-8210,YES
123986627756885172,123986-8210,YES
123986627756885356,123986-15022,YES
123986627756931602,123986-8266,YES
123986627756931619,123986-8273,YES
123986627756931640,123986-8210,YES
123986627756931688,123986-8210,YES
123986627756932432,123986-8217,YES
123986627756932685,123986-8239,YES
123986627756933477,123986-8204,YES
123986627756939455,123986-8225,YES
123986627756939707,123986-8210,YES
123986627756944442,123986-8258,YES
123986627756944503,123986-8215,YES
123986627756947115,123986-8221,YES
123986627756948235,123986-8203,YES
123986627756951358,123986-8221,YES
123986628155531523,123986-8259,YES
123986628155778584,123986-8219,YES
123986628175180145,123986-8274,YES
123986628175194531,123986-8238,YES
123986628175899290,123986-8220,YES
123986628175961928,123986-8210,YES
123986628177631553,123986-8264,YES
123986628177661918,123986-8210,YES
123986628179044900,123986-8227,YES
123986628179947287,123986-8210,YES
123986628195276095,123986-8210,YES
123986683829760180,123986-8219,YES
123986684070626461,123986-8210,YES
123986684070698734,123986-15018,YES
123986684444477217,123986-8219,YES
123986684444498663,123986-8210,YES
123986684444781246,123986-8272,YES
123986747544355912,123986-8292,YES
123986820970413033,123986-8265,YES
123989AWHBB22BLWT,123989-TLS1,YES
123989TSHJKBS04PN44,123989-TLS1,YES
123989TSHSO05BR44,123989-TLS1,YES
123989TSHSTM4101BR43,123989-TLS1,YES
123989TWLT548BR,123989-TLS1,YES
123989TWLT555BR,123989-TLS1,YES
123996410307778011,123996-R578,YES
123998410309503003,123998-5446,YES
123998410339909004,123998-5982,YES
123998410391244001,123998-T77Z,YES
123998410486465004,123998-TY3Y,YES
123998410486465004,123998-TY3Y,YES
123998410486524003,123998-TY3Y,YES
123998410486525005,123998-TY67,YES
124010AW23SQARTHALUXEWHTM,124010-KSS1,YES
124010AW23SQHOPEGRL,124010-KSS1,YES
124010AW23SQHOPEMRNL,124010-KSS1,YES
124010AW23SQRIAWHTL,124010-KSS1,YES
124010AW23SQSUHANABLKXL,124010-KSS1,YES
124010AW24SQANYAMGWHM,124010-KSS1,YES
124010AW24SQSUKHIGRS,124010-KSS1,YES
124010SS22SQFLORENCEWHTL,124010-KSS1,YES
124010SS23RSSQARUNAWHTL,124010-KSS1,YES
124010SS24SQPLAZABLKL,124010-KSS1,YES
124010SS24SQPURBEYBLKWHTL,124010-KSS1,YES
124010SS24SQTAMMYBLKS,124010-KSS1,YES
124010SS24SQTONKBEIGEL,124010-KSS1,YES
124010SS24SQTONKBEIGES,124010-KSS1,YES
1240133367542,124013-WH,YES
1240133379866,124013-WH,YES
1240133380385,124013-WH,YES
1240133454061,124013-WH,YES
1240133463898,124013-WH,YES
1240133471008,124013-WH,YES
1240133472573,124013-WH,YES
1240133496367,124013-WH,YES
1240133542053,124013-WH,YES
1240133547352,124013-WH,YES
1240133549851,124013-WH,YES
1240133554568,124013-WH,YES
1240133562742,124013-WH,YES
1240133580349,124013-DHL101,YES
1240133611730003,124013-WH,YES
1240133614729002,124013-WH,YES
1240133616877003,124013-32,YES
1240133619447001,124013-32,YES
1240133622812005,124013-GKL103,YES
1240133623810002,124013-WH,YES
1240133624143005,124013-WH,YES
1240133627065003,124013-GKL102,YES
1240133627191005,124013-WH,YES
1240133632991004,124013-WH,YES
1240133633124004,124013-WH,YES
1240133635609005,124013-DHL101,YES
1240133635840001,124013-WH,YES
1240133635952005,124013-GKL102,YES
1240133638127003,124013-GKL102,YES
1240133638127004,124013-GKL102,YES
1240133638147001,124013-DHL101,YES
1240133638224002,124013-DHL101,YES
1240133638343002,124013-DHL101,YES
1240133638343002,124013-DHL101,YES
1240133638351006,124013-GKL103,YES
1240133638402006,124013-WH,YES
1240133638540001,124013-WH,YES
1240133639413002,124013-WH,YES
1240133639470003,124013-WH,YES
1240133639577002,124013-DHL101,YES
1240133639581001,124013-WH,YES
1240133639780002,124013-WH,YES
1240133639781001,124013-DHL101,YES
1240133639781002,124013-WH,YES
1240133639781002,124013-DHL101,YES
1240133639980002,124013-GKL102,YES
1240133640113004,124013-WH,YES
1240133640185002,124013-GKL102,YES
1240133640193001,124013-WH,YES
1240133640211004,124013-WH,YES
1240133640489004,124013-WH,YES
1240133640493004,124013-WH,YES
1240133640826001,124013-DHL101,YES
1240133640995002,124013-WH,YES
1240133641404005,124013-WH,YES
1240133641475003,124013-GKL102,YES
1240133641550001,124013-WH,YES
1240133641550004,124013-GKL102,YES
1240133641550004,124013-WH,YES
1240133641663001,124013-WH,YES
1240133641664004,124013-WH,YES
1240133641695002,124013-GKL103,YES
1240133641695003,124013-GKL103,YES
1240133641695003,124013-GKL103,YES
1240133641695003,124013-GKL103,YES
1240133641695003,124013-WH,YES
1240133641695004,124013-WH,YES
1240133641841004,124013-DHL101,YES
1240133641884003,124013-WH,YES
1240133642043002,124013-GKL102,YES
124013GS564687,124013-GKL102,YES
124013GS565969,124013-WH,YES
124013GS565973,124013-WH,YES
124013GS566832,124013-GKL103,YES
124013GS566852,124013-WH,YES
124013GS567028,124013-WH,YES
124013GS567102,124013-WH,YES
124013GS567194,124013-WH,YES
124013GS567248,124013-WH,YES
124013GS567249,124013-WH,YES
124013GS567259,124013-WH,YES
124013GS568143,124013-DHL101,YES
124013GS568336,124013-WH,YES
124013GS568342,124013-WH,YES
124013GS569756,124013-WH,YES
124013GS571075,124013-DHL101,YES
124013GS571076,124013-WH,YES
124013GS571184,124013-WH,YES
124013GS572608,124013-WH,YES
124013GS572822,124013-DHL101,YES
124013GS573311,124013-DHL101,YES
124013GS573317,124013-DHL101,YES
124013GS573737,124013-GKL103,YES
124013GS573950,124013-WH,YES
124013GS573966,124013-WH,YES
124013GS573975,124013-GKL102,YES
124013GS574958,124013-DHL101,YES
124013GS574996,124013-GKL102,YES
124013GS575069,124013-WH,YES
124013GS575079,124013-WH,YES
124013GS575096,124013-WH,YES
124013GS575100,124013-WH,YES
124013GS575317,124013-WH,YES
124013GS575589,124013-WH,YES
124013GS575743,124013-DHL101,YES
124013GS575988,124013-GKL102,YES
124013GS576132,124013-WH,YES
124013GS576589,124013-DHL101,YES
124013GS577571,124013-GKL102,YES
124013GS577814,124013-GKL103,YES
124020ES5264,124020-3823,YES
124024APSS25DEN802215842,124024-BEN1,YES
124024MCAW18TP093514305,124024-BEN1,YES
124024MCAW21D04948505,124024-BEN1,YES
124024MCAW22JKT034627103,124024-BEN1,YES
124024MCAW24DEN09286230,124024-BEN1,YES
124024MCAW24DEN82396238,124024-BEN1,YES
124024MCSS15NW060310102,124024-BEN1,YES
124024MCSS19DEN052115802,124024-BEN1,YES
124024MCSS19DEN10026234,124024-BEN1,YES
124024MCSS20D04627004,124024-BEN1,YES
124024MCSS22DEN12227128,124024-BEN1,YES
124024MCSS22NW05157005,124024-BEN1,YES
124024MCSS24D166131204,124024-BEN1,YES
124035TCGAMUNA152GREYFC01,124035-DEV,YES
124035TCRS3091MOC05,124035-DEV,YES
124035TCSL147NUDPU08,124035-DEV,YES
124035TCSLCN1105GLD06,124035-DEV,YES
124035TCST1010CRMPU07,124035-DEV,YES
124035TCST1167BLU07,124035-DEV,YES
124035TCST1206BLKPU05,124035-DEV,YES
124035TCST1237WHTPU05,124035-DEV,YES
124035TP1005401BLKPERS05,124035-DEV,YES
12404459264DARKBROWNBLACK42,124044-282004,YES
12404488503NAVY40,124044-282004,YES
12404488557BLACK44,124044-282004,YES
124047SSK003K1,124047-VESS1,YES
124050410085638033,124050-R577,YES
124050410104660019,124050-R577,YES
124050410104660022,124050-R577,YES
124050410196805002,124050-R577,YES
124050410196805012,124050-R577,YES
124050410240304014,124050-R577,YES
124050410270300018,124050-R577,YES
124050410273595005,124050-R577,YES
124050410301804003,124050-TC91,YES
124050410360360001,124050-TAN8,YES
124050410410132005,124050-5628,YES
124050410458298012,124050-5628,YES
124050410459167010,124050-5628,YES
124050410487106006,124050-5628,YES
124051410312809051,124051-5430,YES
124051410314350009,124051-5430,YES
124051410338997012,124051-5102,YES
124051410345751002,124051-5430,YES
124051410345785003,124051-T772,YES
124051410345791008,124051-5430,YES
12405510001001M9,124055-110077,YES
124055110330A1C2023M9,124055-110077,YES
12405511033100M7W9,124055-110077,YES
12405513631IDPNK5,124055-110077,YES
12405515304IDGYLP4,124055-110077,YES
124055206750100W7,124055-110077,YES
124055206750100W7,124055-110077,YES
1240552068941LIW6,124055-110077,YES
1240552068941LIW7,124055-110077,YES
124055207714100W6,124055-110077,YES
1.24055E+15,124055-110077,YES
124055310752038,124055-110077,YES
124055310752039,124055-110077,YES
124055360263146,124055-110077,YES
1240553711280111,124055-110077,YES
124055371128017,124055-110077,YES
124055371978018,124055-110077,YES
124055372981058,124055-110077,YES
124055372981059,124055-110077,YES
124055372981059,124055-110077,YES
124055372981059,124055-110077,YES
124055372981059,124055-110077,YES
1.24055E+15,124055-110077,YES
124055388831019,124055-110077,YES
1240553942050111,124055-110077,YES
124055394205018,124055-110077,YES
1.24055E+15,124055-110077,YES
1.24055E+15,124055-110077,YES
1240553942050211,124055-110077,YES
124055394205026,124055-110077,YES
124055394205026,124055-110077,YES
124055394205027,124055-110077,YES
124055394205027,124055-110077,YES
124055394205027,124055-110077,YES
124055394205027,124055-110077,YES
124055394205028,124055-110077,YES
124055394205029,124055-110077,YES
124055394205029,124055-110077,YES
124055394205029,124055-110077,YES
124055394205029,124055-110077,YES
124055394205029,124055-110077,YES
1240553942050310A,124055-110077,YES
124055395229016,124055-110077,YES
1.24055E+15,124055-110077,YES
124055397694026,124055-110077,YES
124055397694028,124055-110077,YES
1240554067981886982,124055-110077,YES
1240554067981887095,124055-110077,YES
1240554067982140564,124055-110077,YES
12405558360BKRD9,124055-110077,YES
124055894260IDCCGY11,124055-110077,YES
124055N3950360210,124055-110077,YES
124055N395036028,124055-110077,YES
124055N395036029,124055-110077,YES
124055N395036038,124055-110077,YES
124055NEW11033001M11,124055-110077,YES
124055NEW11033410M10W12,124055-110077,YES
124055PZYG03744B8,124055-110077,YES
124057USBX2481L,124057-DURATEXMUMBAI,YES
124065OM6738AA14Y,124065-DEL1,YES
124065PW267R8Y,124065-DEL1,YES
124065PW302T3Y,124065-DEL1,YES
1240688909090005419,124068-BAN1,YES
1240688909090030473,124068-BAN1,YES
124085BB39HW699YL38,124085-BAN1,YES
124085SS18HK36BL36,124085-BAN1,YES
1240905021466227768,124090-KPR,YES
1240905715311724495,124090-AMB,YES
1240905715515610662,124090-AMB,YES
1240905715605641880,124090-AMB,YES
1240908905433526221,124090-KPR,YES
1240908905450242999,124090-KPR,YES
1240908905893301987,124090-CHA,YES
1240908905893445742,124090-KPR,YES
1240908905893628718,124090-KPR,YES
1240908907538537713,124090-KPR,YES
1240908907686318370,124090-KPR,YES
1241148905682530505,124114-GJS1,YES
1241148907936518543,124114-GJS1,YES
1241148907936976152,124114-GJS1,YES
1241304056204301074,124130-122004,YES
1241304059504720606,124130-562107B,YES
1241304059504720637,124130-562107B,YES
1241304059506131097,124130-KOLK,YES
1241304060978180964,124130-122004,YES
1241304060981771272,124130-562107A,YES
1241304062451514679,124130-122004,YES
1241304062451521301,124130-122004,YES
1241304062451521479,124130-122004,YES
1241304062451822347,124130-562107A,YES
1241304062452469367,124130-122004,YES
1241304062453077196,124130-122004,YES
1241304063696869746,124130-122004,YES
1241304063696993793,124130-122004,YES
1241304063698289832,124130-562107A,YES
1241304063698622011,124130-122004,YES
1241304063698635929,124130-562107A,YES
1241304063699153637,124130-122004,YES
1241304063699216691,124130-KOLK,YES
1241304063699642001,124130-421302,YES
1241304064533004825,124130-122004,YES
1241304064533569126,124130-122004,YES
1241304064533776579,124130-KOLK,YES
1241304064533776609,124130-122004,YES
1241304064533794061,124130-562107B,YES
1241304064535063691,124130-122004,YES
1241304064535154078,124130-562107B,YES
1241304064535154078,124130-562107B,YES
1241304064535280951,124130-122004,YES
1241304064535280951,124130-562107B,YES
1241304064535281064,124130-562107B,YES
1241304064535328226,124130-421302,YES
1241304064536029665,124130-562107A,YES
1241304064536029689,124130-122004,YES
1241304064536180601,124130-122004,YES
1241304064536244365,124130-562107B,YES
1241304064536268590,124130-562107A,YES
1241304064536308432,124130-562107A,YES
1241304064536430607,124130-122004,YES
1241304064536529615,124130-KOLK,YES
1241304064536616957,124130-122004,YES
1241304064536772448,124130-122004,YES
1241304064536772448,124130-562107A,YES
1241304064537352915,124130-562107A,YES
1241304064537514351,124130-562107B,YES
1241304065449479929,124130-562107B,YES
1241304065449511032,124130-122004,YES
1241304065449512497,124130-122004,YES
1241304065449592000,124130-562107A,YES
1241304065449596411,124130-562107A,YES
1241304065449929295,124130-122004,YES
1241304065451202751,124130-KOLK,YES
1241304065451676453,124130-122004,YES
1241304065451676507,124130-122004,YES
1241304065451915439,124130-562107A,YES
1241304065451917624,124130-562107A,YES
1241304065451917686,124130-122004,YES
1241304065451990078,124130-122004,YES
1241304065451990078,124130-122004,YES
1241304065452081164,124130-562107A,YES
1241304065452265311,124130-KOLK,YES
1241304065452291457,124130-562107B,YES
1241304065452379889,124130-562107A,YES
1241304065452508340,124130-562107A,YES
1241304065452579319,124130-562107A,YES
1241304065452579319,124130-562107A,YES
1241304065452809270,124130-562107A,YES
1241304065452941246,124130-562107A,YES
1241304065453824852,124130-562107B,YES
1241304065454004505,124130-122004,YES
1241304065454042125,124130-122004,YES
1241304065454597380,124130-562107B,YES
1241304065454784490,124130-KOLK,YES
1241304065454784506,124130-562107A,YES
1241304065454784605,124130-562107A,YES
1241304067978166905,124130-562107A,YES
1241304067978260665,124130-562107A,YES
1241304067978260665,124130-KOLK,YES
1241304067978399440,124130-122004,YES
1241304067978625907,124130-562107B,YES
1241304067978627185,124130-562107B,YES
1241304067978982291,124130-562107B,YES
1241304067978982291,124130-562107B,YES
1241304067978992184,124130-122004,YES
1241304067979214056,124130-562107A,YES
1241304067979219952,124130-1412102,YES
1241304067979815079,124130-1412113,YES
1241304067981259588,124130-122004,YES
1241304067981340279,124130-KOLK,YES
1241304067981505975,124130-562107B,YES
1241304067981556663,124130-562107B,YES
1241304067981613625,124130-KOLK,YES
1241304067981789276,124130-562107B,YES
1241304067981801916,124130-562107B,YES
1241304067981803590,124130-562107A,YES
1241304067981825882,124130-562107B,YES
1241304067981857517,124130-KOLK,YES
1241304067981857517,124130-KOLK,YES
1241304067981857517,124130-KOLK,YES
1241304067981885039,124130-122004,YES
1241304067982301859,124130-562107A,YES
1241304067982301866,124130-562107A,YES
1241304067982301873,124130-562107A,YES
1241304067982302405,124130-562107A,YES
1241304067982302429,124130-562107A,YES
1241304067982302450,124130-122004,YES
1241304067982302474,124130-562107A,YES
1241304067982302474,124130-122004,YES
1241304067982302481,124130-562107A,YES
1241304067982545932,124130-122004,YES
1241304067982549312,124130-KOLK,YES
1241304067982657727,124130-562107A,YES
1241304067982843519,124130-562107A,YES
1241304067982843533,124130-KOLK,YES
1241304067982843618,124130-562107A,YES
1241304067982848255,124130-562107A,YES
1241304067982848460,124130-KOLK,YES
1241304067982884666,124130-122004,YES
1241304067982894344,124130-KOLK,YES
1241304067982905354,124130-562107B,YES
1241304067982973025,124130-562107A,YES
1241304067982977122,124130-562107B,YES
1241304067983098888,124130-562107A,YES
1241304067983322938,124130-562107A,YES
1241304067983354885,124130-1412102,YES
1241304067983446245,124130-562107A,YES
1241304067983450273,124130-KOLK,YES
1241304067984348722,124130-1412102,YES
1241304067984552457,124130-122004,YES
1241304067984596246,124130-562107A,YES
1241304067984596291,124130-122004,YES
1241304067984596307,124130-122004,YES
1241304067984596314,124130-122004,YES
1241304067984596369,124130-122004,YES
1241304067984596413,124130-562107A,YES
1241304067984596482,124130-122004,YES
1241304067984596734,124130-562107A,YES
1241304067984596734,124130-KOLK,YES
1241304067984596734,124130-562107A,YES
1241304067984596772,124130-562107A,YES
1241304067984596857,124130-562107A,YES
1241304067984597175,124130-562107A,YES
1241304067984597175,124130-562107A,YES
1241304067984683069,124130-562107B,YES
1241304067984996541,124130-KOLK,YES
1241304067984997135,124130-562107A,YES
1241304067984997203,124130-562107A,YES
1241304067984999573,124130-562107A,YES
1241304069156078215,124130-122004,YES
1241304069156078420,124130-562107A,YES
1241304069156078420,124130-562107A,YES
1241304069156079205,124130-122004,YES
1241304069156080034,124130-122004,YES
1241304069156080478,124130-122004,YES
1241304069156166752,124130-562107A,YES
1241304069157825078,124130-KOLK,YES
1241304069157825085,124130-562107A,YES
1241304069159023243,124130-KOLK,YES
1241304069159114569,124130-KOLK,YES
1241304069159114675,124130-KOLK,YES
1241304099683632741,124130-KOLK,YES
1241304099684396635,124130-562107A,YES
1241304099684500094,124130-122004,YES
1241304099684502449,124130-562107B,YES
1241304099684516552,124130-562107A,YES
1241304099684516835,124130-KOLK,YES
1241304099684517863,124130-122004,YES
1241304099684517887,124130-122004,YES
1241304099684539001,124130-562107B,YES
1241304099684946502,124130-562107A,YES
1241304099684946595,124130-562107B,YES
1241304099685373277,124130-562107A,YES
1241304099685373291,124130-KOLK,YES
124147SDSQUAB128GGN6MN,124147-IND,YES
124147WDBPKJ0050BBKWESN,124147-IND,YES
124147WDBPKJ0050BBKWESN,124147-IND,YES
124147WDBPKJ0050BBKWESN,124147-IND,YES
124147WDBPKJ0050BBKWESN,124147-IND,YES
124157SZSKNTTP83613XL,124157-TMHES1,YES
124162PFCBS301,124162-PFS1,YES
124162PX9ME36S,124162-PFS1,YES
124167ZPFK10243,124167-ZPS1,YES
124167ZPFK10381,124167-ZPS1,YES
124167ZPFK10861,124167-ZPS1,YES
124167ZPFK14430,124167-ZPS1,YES
124167ZPFK14763,124167-ZPS1,YES
124167ZPFK14828,124167-ZPS1,YES
124167ZPFK16600,124167-ZPS1,YES
124167ZPFK16768,124167-ZPS1,YES
124167ZPFK16891,124167-ZPS1,YES
124167ZPFK17670,124167-ZPS1,YES
124167ZPFK17976,124167-ZPS1,YES
124167ZPFK18022,124167-ZPS1,YES
124167ZPFK18079,124167-ZPS1,YES
124167ZPFK18320,124167-ZPS1,YES
124167ZPFK18320,124167-ZPS1,YES
124167ZPFK18371,124167-ZPS1,YES
124167ZPFK18391,124167-ZPS1,YES
124167ZPFK19088,124167-ZPS1,YES
124167ZPFK19088,124167-ZPS1,YES
124167ZPFK19132,124167-ZPS1,YES
124167ZPFK19166,124167-ZPS1,YES
124167ZPFK19166,124167-ZPS1,YES
124167ZPFK21150,124167-ZPS1,YES
124179RSJRShirtDColar12013Vt38,124179-SOJANYA,YES
124179RSJRSrtWPati10006CBrwn38,124179-SOJANYA,YES
124182IAB95286CPK003,124182-BILNOIDA,YES
124182KGA2082APK001,124182-BILNOIDA,YES
124182KIA8502PK001,124182-BILNOIDA,YES
124187WSBPJCKT73452Y,124187-WSPLDELHI,YES
124187WSBPJCKT73458Y,124187-WSPLDELHI,YES
124187WSBTNS112286Y,124187-WSPLDELHI,YES
124187WSPDRS5859GR4Y,124187-WSPLDELHI,YES
124195SANPDCF8GB,124195-VAD,YES
124197CSE15PC15,124197-HKS1,YES
124197CSE15PC17,124197-HKS1,YES
124197CSTR15,124197-HKS1,YES
124197CSWZME77,124197-HKS1,YES
124202410293090004,124202-T505,YES
124202410313611005,124202-T814,YES
124202410313625018,124202-T807,YES
124202410363859003,124202-9629,YES
124202410373098004,124202-T807,YES
124204410257030002,124204-5157,YES
124204410291535005,124204-5021,YES
124204410315217004,124204-5022,YES
1242058907175569245,124205-SAS,YES
1242058907175605103,124205-SAS,YES
1242058909058018581,124205-SAS,YES
1242058909058056569,124205-SAS,YES
1242058909058158034,124205-SAS,YES
1242058909058414352,124205-SAS,YES
1242058909058433834,124205-SAS,YES
1242058909058695065,124205-SAS,YES
1242058909058717101,124205-SAS,YES
1242058909058717101,124205-SAS,YES
1242058909058717101,124205-SAS,YES
1242058909058717118,124205-SAS,YES
